15;1234567;2;2;TESTИванов;;;0;;0;0987654312;TestFirm;NULL;NULL;1234567777;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2018-03-30 20:27:52;2018-08-04 00:00:00;;
56;1234567;2;2;TESTИванов;;;0;;0;0987654312;TestFirm;NULL;NULL;1234567777;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2018-03-30 20:27:52;2018-08-04 00:00:00;testuser1c;
57;1234567;2;2;TESTИванов;;;0;;0;0987654312;TestFirm;NULL;NULL;1234567777;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2018-03-30 20:27:52;2018-08-04 00:00:00;testuser1c;
58;1234567;2;2;TESTИванов;;;0;;0;0987654312;TestFirm;NULL;NULL;1234567777;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2018-03-30 20:27:52;2018-08-04 00:00:00;testuser1c;
59;1234567;0;2;TEST2Иванов;;;0;;0;0987654312;Test2Firm;NULL;NULL;1234567777;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2018-03-30 20:27:52;2018-08-04 00:00:01;testuser1c;
60;1234567;1;2;TEST2Иванов;;;0;;0;0987654312;Test2Firm;NULL;NULL;1234567777;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2018-03-30 20:27:52;2018-08-04 00:00:01;testuser1c;
61;1234561;1;2;TEST21Иванов;;;0;;0;0987654312;Test2Fireem;NULL;NULL;1234567777;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2018-03-30 20:27:52;2018-08-04 00:00:01;testuser1c;
62;1234562;1;2;TEST22Иванов;;;0;;0;0987654312;Test24Firm;NULL;NULL;1234567777;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2018-03-30 20:27:52;2018-08-04 00:00:01;testu54324523c;
63;1234561;1;2;TestUpdateИванов;;;0;;0;0987654312;Test2Fireem;NULL;NULL;1234567777;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2018-03-30 20:27:52;2018-08-04 00:00:33;testuser77;ghgfgf@mail.ru
66;1234561;1;2;TestUpdateИванов;;;0;;0;0987654312;Test2Fireem;NULL;NULL;1234567777;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2018-03-30 20:27:52;2018-08-04 00:00:01;testuser1c;ghgfgf@mail.ru
67;1234561;1;2;TestUpdateИванов;;;0;;0;0987654312;Test2Fireem;NULL;NULL;1234567777;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2018-03-30 20:27:52;2018-08-04 00:00:01;testuser1c;ghgfgf@mail.ru
68;1234561;1;2;TestUpdateИванов;;;0;;0;0987654312;Test2Fireem;NULL;NULL;1234567777;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2018-03-30 20:27:52;2018-08-04 00:00:11;testuser1c;ghgfgf@mail.ru
70;1234561;1;2;TestUpdateИванов;;;0;;0;0987654312;Test2Fireem;NULL;NULL;1234567777;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2018-03-30 20:27:52;2018-08-04 00:00:33;testuser77;ghgfgf@mail.ru
71;1234561;1;2;TestUpdateИванов;;;0;;0;0987654312;Test2Fireem;NULL;NULL;1234567777;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2018-03-30 20:27:52;2018-08-04 00:00:33;testuser77;ghgfgf@mail.ru
72;1234561;1;2;TestUpdateИванов;;;0;;0;0987654312;Test2Fireem;NULL;NULL;1234567777;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2018-03-30 20:27:52;2018-08-04 00:00:33;testuser77;ghgfgf@mail.ru
73;1234561;1;2;TestUpdateИванов;;;0;;0;0987654312;Test2Fireem;NULL;NULL;1234567777;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2018-03-30 20:27:52;2018-08-04 00:00:33;testuser77;ghgfgf@mail.ru
74;1234561;1;2;TestUpdateИванов;;;0;;0;0987654312;Test2Fireem;NULL;NULL;1234567777;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2018-03-30 20:27:52;2018-08-04 00:00:33;testuser77;ghgfgf@mail.ru
75;1234561;1;2;TestUpdateИванов;;;0;;0;0987654312;Test2Fireem;NULL;NULL;1234567777;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2018-03-30 20:27:52;2018-08-04 00:00:33;testuser77;ghgfgf@mail.ru
76;1234561;1;2;TestUpdateИванов;;;0;;0;0987654312;Test2Fireem;NULL;NULL;1234567777;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2018-03-30 20:27:52;2018-08-04 00:00:33;testuser77;ghgfgf@mail.ru
77;1234561;1;2;TestUpdateИванов;;;0;;0;0987654312;Test2Fireem;NULL;NULL;1234567777;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2018-03-30 20:27:52;2018-08-04 00:00:33;testuser77;ghgfgf@mail.ru
